sha2_hash,churn_risk,vod_purchase,quadrant,cancel_yn
882d8511a14ce58a7f797e83f0f801be0333bb0272aa3e5b5f1514edd1d47d83,37.0,0.0,Q3_저위험_저구매,0
5cde0ce9664072bbc96c05bd4db4b19bcd9d6a08338d1c3630463c6de8a18b8d,37.0,0.0,Q3_저위험_저구매,0
b7447fa7cb1137b0d54356f8a39c77ce36fa9d1621063c24a40b41cf49e15dc8,13.0,0.0,Q3_저위험_저구매,0
0bc88aa8f363d5c31b7d099932f559bbd0bba0ebf377b552b4982488923b7e4c,37.0,0.0,Q3_저위험_저구매,0
ea503a608b481efada0ecfb20c2c3d9dd809c896ca11ab7082e60949cec8d4ae,60.0,0.0,Q1_고위험_저구매,0
ccdfd7677c6eb91b95210837c3092659d54234849d6a3db88218301108df702a,13.0,0.0,Q3_저위험_저구매,0
1a0370a4780afbd02882c17c305b66b2f597d00406631251ea38e913fefa0916,44.0,0.0,Q3_저위험_저구매,0
edb6c58b1056421528687bcb0984f808f012ced258eaa4c9627375fc4f3fbe86,37.0,0.0,Q3_저위험_저구매,0
b21705de522d370fd8a1d73f7819eea0f417bd4e408ffaca51ae381081444712,39.5,0.0,Q3_저위험_저구매,0
94feff1d7263168af814b875ed055edb0e6cbe9935a310d3a1d33ed7779bb162,37.0,0.0,Q3_저위험_저구매,0
9ea9c26622809eee997dc233eb55df806b648c30a457ee2c01a702e565a35895,39.5,0.0,Q3_저위험_저구매,0
6c0dbd6c11e3659f8922f2b66240ade697cd26fb85788b9792d05a592043939f,61.5,0.0,Q1_고위험_저구매,0
489c204891476558255879269c4a4e015a35f6a0499e1ea397c9e80ebf242935,37.0,0.0,Q3_저위험_저구매,0
4fed79043c467fb8ba15fe5d7c3dfabc2904b205486f372e09f9bd8750c36c5c,25.5,0.0,Q3_저위험_저구매,0
adf33f2eee800b68a34a4c161f25ad3bf0be003463b4b2f674502883ecad4963,64.0,0.0,Q1_고위험_저구매,0
47ad465c47437b378e34f09f6fedaaa9f6d0baa80792fed3458ff482d2575200,37.0,0.0,Q3_저위험_저구매,0
7b7b1afb4e770f30ab65cd70f54a4f496367fa77ff4bd8f297f2b0dc4cac11d4,37.0,0.0,Q3_저위험_저구매,0
122e73f0370a27bcd09ba3272985da2fe88b92b457477e1d5f6cb9529c3e1881,44.5,0.24,Q3_저위험_저구매,0
2e1ae0de4109640b60476f1d542d8368a7ed93f778faabf83f29bb36549f6ebb,32.0,1.52,Q4_저위험_고구매,0
70da51362768c5404ed2b374217bb44913aa178dd97e8281600a3163c63f95eb,37.0,0.0,Q3_저위험_저구매,0
882d4c0a3055732ab3ffdb84d837080d72bafa632da6fb703eb91d12a922d2ed,38.0,0.0,Q3_저위험_저구매,0
de147e80a73542137a03e87eb8ffdfc3b040346f636f7e90f78c47073bcadf07,13.0,0.0,Q3_저위험_저구매,0
931448ad1779916129a0b54cf4b6ac587787f52cfab2910394dbd1637afda3fc,25.5,0.0,Q3_저위험_저구매,0
5b6450320ae392cca05f92286c6a2ac266699aeab3910806143eff8d9ed55aa1,49.5,0.0,Q3_저위험_저구매,0
a2aa6305a09dd0a3180bdd0708a7e70913688da35fc3e3eb3a940f6143c91fa7,37.0,0.0,Q3_저위험_저구매,0
7fcecaf5dced836292b5a20531564495fa9679b2236a7a699423aa0707fce65e,48.0,0.0,Q3_저위험_저구매,0
196c673575ceb30b2a64c83d5a4a9770e5246c0c8b25670e7caf477624c80fc4,26.5,0.0,Q3_저위험_저구매,0
5d0d3754964d48e8afb5e65401a97bc8b53710d26398f7e90691bdc4410a739e,37.0,0.0,Q3_저위험_저구매,0
f3be396c36438055358c0ddd4ee2d1cc031a1027acb896c270e5d6e2e57b6253,17.0,0.0,Q3_저위험_저구매,0
4e44ade38ac2fa57107eec5bcb12c8ded130027f156239657a75fca9d19b9e44,50.5,0.05,Q1_고위험_저구매,0
2d57d787424495d471874d26d2126d3d6297ff532f6b50af045eb60720f130b7,25.0,0.0,Q3_저위험_저구매,0
f1e490514818560f99173a928a33e1be06a5c4d675aac2088fd498e9706784af,44.5,0.0,Q3_저위험_저구매,0
b83cb6cebee61ce9d4916c63f14f0d9124ee27549ac7a24b7914ac6a09b790be,62.5,0.04,Q1_고위험_저구매,0
950e5e186a0357fb07e68c40533f26139dc219dff673a956c131001a6f7365bd,37.5,0.0,Q3_저위험_저구매,0
160190e7c8960e91e3b60d352d1febc5252e69b283a1629e2acbd59d29443069,62.0,0.0,Q1_고위험_저구매,0
38cc5fb347633b6b30eee280d2d1c5e9ca6b384e4e52bd1aec26f9742f9e7ca3,37.0,0.0,Q3_저위험_저구매,0
796d4e2f7ace03ce564c56cc25a4696a949395b5917798c02027742f5fcdd8b5,37.0,0.0,Q3_저위험_저구매,0
c4cd04cb0b2bd6c43845ab26f401d6996d3efdaa4b878b38817192341b1d629a,13.0,0.0,Q3_저위험_저구매,0
5877373ce36b2fe4641320aa0f930a0328b7b5b6bdefa2b1e495f5ebbbf3a34d,49.5,0.0,Q3_저위험_저구매,1
ace3a60e51d61b0bf207d88c86f6304329251687d0cb967f3e9f79d006734e4f,49.5,0.0,Q3_저위험_저구매,0
98acb40f82e24a3779f62b0c367bc04edcedc062f52a8ad39aa6b322d1639453,37.0,0.0,Q3_저위험_저구매,1
6905266d0dbf0a1e007126c19a3ca1f56cff81ccc11d182a38516e0d2107d06a,58.5,0.1,Q1_고위험_저구매,0
ebba170f49aec619bc71385553aa0d1f3d6a5b9f356d6ab1ab97972587074de3,32.0,0.04,Q3_저위험_저구매,1
9427f0b45d1e47356fee1ea335a0c725e913399e6a43c7d006004d3c155abe57,49.5,0.0,Q3_저위험_저구매,0
12ece521aa3a3e2afd048dab438267adb43d29d6f21d693bd4d63eab3a30b5ec,13.0,0.0,Q3_저위험_저구매,0
e7b8e3721e030ce4fdecb6021b3ca2cc0fd387d7d59cce386e3aa0b16496993a,42.0,0.0,Q3_저위험_저구매,0
d9c18300f3a2b5e2052a82830461f31989a26f01c90744a97c0468f04380d575,40.0,26.72,Q4_저위험_고구매,0
1212d2b02685ed2c2c339c1cde2920abffe89fc639a974639699732ebad0a08d,56.5,0.09,Q1_고위험_저구매,0
d2c0a75a181763d3796e6259d90613b82939ad2e82253da353a0da78a8e42029,56.5,0.01,Q1_고위험_저구매,0
c2ba137dc4fa4d408f4bfa85f6c08411981668353b581bc53783611db99787a5,49.5,0.0,Q3_저위험_저구매,0
ced55626450b313d63cad6ac1aaa5cde8cf29dcbfc6188ad355a4fd24cfe0c9d,13.0,0.0,Q3_저위험_저구매,0
1e6c646693299f6484b723a67f52d8c168c42f0340eb345d8d9ab3c659b30188,61.5,0.0,Q1_고위험_저구매,0
263d9e7efde4e7740bd786ab62286f154ab52611d58cc49e17ef813e4d3b2fe1,61.5,0.0,Q1_고위험_저구매,0
cbc1289cbe0ff377116ba3e58fc5aa7c173a0c461b1b0a04d643bf6789e518ad,52.0,0.0,Q1_고위험_저구매,0
919bc7d14e5e05eb74294b52ad454a2fb7bb0efe8ba70d7550917a87f210c7da,69.5,0.0,Q1_고위험_저구매,0
4c08bcb416cf47c31a413f1d11e27dcfe0c34fcfa604fdae9c0349d9aee117bb,38.0,0.01,Q3_저위험_저구매,0
e0fdc69ef419fefce26a360516fa098223c9fc0917ec6dd80cf955a603e29d5c,15.5,0.0,Q3_저위험_저구매,0
7ab263f1343b3395479cb2d5eccb30747bd65191772a9a8b59c7db9dcb252bb2,57.5,0.0,Q1_고위험_저구매,0
76324a7e3483972cf143a7fe9f53b612efaece694f047eca519a6e4b00466dec,49.5,0.0,Q3_저위험_저구매,0
a96e2319433e5218a0e15ba832d71858de7c6be4bfa0f793938b8c6436953e2a,32.0,0.22,Q3_저위험_저구매,1
a96e2319433e5218a0e15ba832d71858de7c6be4bfa0f793938b8c6436953e2a,32.0,0.22,Q3_저위험_저구매,1
96a1a2036d6778439ec4d8a5e3eca95e5a6f5e6fe630ef482dfbc0c4e56176fa,49.5,0.0,Q3_저위험_저구매,0
fa6eaa4d748245ef18da8dfb89a949bfde2d1ce8a78ca5c69b487c4d81f5bd11,13.0,0.0,Q3_저위험_저구매,0
0b367ba399cc4dbbc0760929a02a686f66b0d8372261b0345744a42768436f41,37.0,0.0,Q3_저위험_저구매,0
27020541557e5107151863d113d6b77d04d6aa83d80885723e045bc9012f7a13,49.5,0.0,Q3_저위험_저구매,0
201753903df21d18294274028fb98c7ade76b36bd6269c1acbdcc0f2257c9187,15.5,0.0,Q3_저위험_저구매,0
d3f32b4d73d575104a07d056de36750600d0280d51255a11ac8c6c0564caec51,37.0,0.0,Q3_저위험_저구매,0
619067c8586abe28a8df1ed9a4c774eacf034ab47d24db46b73a2c4483a82bb5,37.0,0.0,Q3_저위험_저구매,0
0f337c631efee710a5e4d6217a0da9592d28e73e3493a3390f63ff74bd784d56,61.5,0.0,Q1_고위험_저구매,0
67f1fe0e563e1b844f955e041deaa6cd177977aa84ff4a8fc9de40e90071312c,39.5,0.0,Q3_저위험_저구매,0
7b1f5f01ec5e7cab56551cd32fdd7248ac62bac34200361e2f2f085af3c7037a,37.0,0.0,Q3_저위험_저구매,0
870a5c9928a9a5027b501114515edde5441c9f4927f78282222791b4a8f0a668,37.0,0.0,Q3_저위험_저구매,0
c53d28543e8a8c544cb7c1ae6f16951eeedec2aaa63f9645f3a4befe98c2b165,13.0,0.0,Q3_저위험_저구매,1
a0cd9c8c461807c15bf4c9295bf6476ce3434aa1aea91bbe5e44276731f3baf0,38.0,0.04,Q3_저위험_저구매,0
80e53962112074f3c729bddefe059893b90821d587ee32e06d2d94efadabdacb,49.5,0.0,Q3_저위험_저구매,1
1926ee7473fc274c6714599090495fa48b0b4c67d2eb39963a3679fe85bdb81d,49.5,0.0,Q3_저위험_저구매,0
0982577dac33afdff764d4c248f9c3b5152dd4a7ed2af8d7ec1c9e8a674b9a35,39.5,0.0,Q3_저위험_저구매,0
b2b2dc9aa8e7f8247001cbe7955c43abd2e2615be9d72f7ba67dfda8cd4d4a98,37.0,0.0,Q3_저위험_저구매,0
14dee8a4af0e2767a88e88d71095f6ebbc41ea272e7e1d9970e36a69ca8447bf,44.5,0.79,Q3_저위험_저구매,0
5fb1b16f12f01bca019c19e4345931709c48fa860cc8b0d479f7021449ed0642,25.5,0.0,Q3_저위험_저구매,1
0b615c133636878c9322bd4ab7c38a662a073e0fc3c9fc2ee815c87f98f239fa,44.5,0.06,Q3_저위험_저구매,0
f9972d69720c31fd79ead188163668596a01a832548829c4b0897eadbbbd277d,34.5,0.02,Q3_저위험_저구매,0
fde3f8b305e07a81322428e01e2435fbce1ee873d7b1d2130d228fc124762d99,50.5,0.0,Q1_고위험_저구매,1
4d1801ed6c8f8c71b7e0bcec5fd7fd979c5077a7cf98349cb351c4b2b25cf6f3,37.0,0.0,Q3_저위험_저구매,0
ef25f23c0746507674c052f944152ec131c837cf0c02413ca820f58e249aa952,39.5,0.0,Q3_저위험_저구매,0
b2a017a24b392df9bf5f778cf62311f887c7c765f929a998dbc7d3e2b22e3bb3,49.0,0.0,Q3_저위험_저구매,0
2f19df52cdc7532e6e951233dc1bf8aabbad0c7622a30cf5e5da6881105f026b,45.0,0.0,Q3_저위험_저구매,0
dcbd5b319c9b69646b95f31703fa81e7d2a97c6371e672bb1767ea8f9419a06d,20.0,0.01,Q3_저위험_저구매,1
cbbb6007efd4d2523fcfa82423d676564fee967a7cc65f115d3c3ffef68555f3,37.0,0.0,Q3_저위험_저구매,0
